interaction_key,client_key,date_key,channel,direction,interaction_type,intent_category,is_incoming,is_outgoing,is_reminder
ANON-533A455B,ANON-190F66DD,2026-08-13,sms,incoming,message,general_support,1,0,0
ANON-36F654AC,ANON-190F66DD,2026-08-13,sms,outgoing,ai_response,general_support,0,1,0
ANON-B3B6B5DC,ANON-37240C32,2026-09-12,sms,incoming,message,appointment_assistance,1,0,0
ANON-1131C788,ANON-37240C32,2026-09-12,sms,outgoing,ai_response,appointment_assistance,0,1,0
ANON-852C52DE,ANON-D62A6003,2026-09-08,sms,incoming,message,appointment_assistance,1,0,0
ANON-62FA1611,ANON-D62A6003,2026-09-08,sms,outgoing,ai_response,appointment_assistance,0,1,0
ANON-491202A5,ANON-EEDDAA47,2026-08-15,sms,incoming,message,general_support,1,0,0
ANON-06720D3E,ANON-EEDDAA47,2026-08-15,sms,outgoing,ai_response,general_support,0,1,0
ANON-A4ADA515,ANON-B0A242FC,2026-08-31,sms,incoming,message,rescheduling,1,0,0
ANON-D8131D88,ANON-B0A242FC,2026-08-31,sms,outgoing,ai_response,rescheduling,0,1,0
ANON-99DBD679,ANON-8F01DEB0,2026-06-26,sms,incoming,message,rescheduling,1,0,0
ANON-0C413812,ANON-8F01DEB0,2026-06-26,sms,outgoing,ai_response,rescheduling,0,1,0
ANON-A7E69F18,ANON-D6F5144C,2026-08-06,sms,incoming,message,barrier_to_care,1,0,0
ANON-28C83963,ANON-D6F5144C,2026-08-06,sms,outgoing,ai_response,barrier_to_care,0,1,0
ANON-E44FF341,ANON-15D3B0A2,2026-07-05,sms,incoming,message,rescheduling,1,0,0
ANON-14334BF3,ANON-15D3B0A2,2026-07-05,sms,outgoing,ai_response,rescheduling,0,1,0
ANON-2BFFB42D,ANON-A811C0D7,2026-08-15,sms,incoming,message,rescheduling,1,0,0
ANON-7C90454F,ANON-A811C0D7,2026-08-15,sms,outgoing,ai_response,rescheduling,0,1,0
ANON-51416F1C,ANON-085C3C3A,2026-06-20,sms,incoming,message,rescheduling,1,0,0
ANON-C82A7B1E,ANON-085C3C3A,2026-06-20,sms,outgoing,ai_response,rescheduling,0,1,0
ANON-E947902F,ANON-12F7F8D7,2026-06-24,sms,incoming,message,barrier_to_care,1,0,0
ANON-C3035ED5,ANON-12F7F8D7,2026-06-24,sms,outgoing,ai_response,barrier_to_care,0,1,0
ANON-F90837A0,ANON-36C7D3F1,2026-08-21,sms,incoming,message,general_support,1,0,0
ANON-16DB4B9C,ANON-36C7D3F1,2026-08-21,sms,outgoing,ai_response,general_support,0,1,0
ANON-F9D88F3D,ANON-14A907F1,2026-09-01,sms,incoming,message,barrier_to_care,1,0,0
ANON-078D9878,ANON-14A907F1,2026-09-01,sms,outgoing,ai_response,barrier_to_care,0,1,0
ANON-C72C75C6,ANON-564B9C41,2026-09-14,sms,incoming,message,general_support,1,0,0
ANON-3B58A59A,ANON-564B9C41,2026-09-14,sms,outgoing,ai_response,general_support,0,1,0
ANON-0776FB9F,ANON-21609F5B,2026-09-14,sms,incoming,message,barrier_to_care,1,0,0
ANON-4B476B46,ANON-21609F5B,2026-09-14,sms,outgoing,ai_response,barrier_to_care,0,1,0
ANON-B29055E7,ANON-90348246,2026-06-29,sms,incoming,message,general_support,1,0,0
ANON-00DE6769,ANON-90348246,2026-06-29,sms,outgoing,ai_response,general_support,0,1,0
ANON-3DB1FDE5,ANON-CE864168,2026-09-03,sms,incoming,message,general_support,1,0,0
ANON-2FF2FB80,ANON-CE864168,2026-09-03,sms,outgoing,ai_response,general_support,0,1,0
ANON-4E871D00,ANON-0253700F,2026-08-27,sms,incoming,message,appointment_assistance,1,0,0
ANON-CF6F55F5,ANON-0253700F,2026-08-27,sms,outgoing,ai_response,appointment_assistance,0,1,0
ANON-424D5FE0,ANON-93570E71,2026-09-02,sms,incoming,message,rescheduling,1,0,0
ANON-53C7F0C4,ANON-93570E71,2026-09-02,sms,outgoing,ai_response,rescheduling,0,1,0
ANON-AA2DFFE9,ANON-DB027207,2026-07-30,sms,incoming,message,barrier_to_care,1,0,0
ANON-69CDE31B,ANON-DB027207,2026-07-30,sms,outgoing,ai_response,barrier_to_care,0,1,0
ANON-A36EB5AA,ANON-6D560816,2026-07-24,sms,incoming,message,general_support,1,0,0
ANON-47A1EFBC,ANON-6D560816,2026-07-24,sms,outgoing,ai_response,general_support,0,1,0
